HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3AMYWKA6YBMXSMCCZBFGVI13TCE6OH,AHWG2II94B9SQ,Approved,"Thu Mar 31 07:23:41 PDT 2016","Thu Mar 31 07:24:42 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3QY5DC2MXRKOOKPKWQUTOU654X6UFM,A1F34ZP6YNI98F,Approved,"Thu Mar 31 08:23:28 PDT 2016","Thu Mar 31 08:24:22 PDT 2016",  Great. Thanks!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",35L9RVQFCOI82GGQRGITRFIIKCJUHK,A2KKSO2AW409KY,Approved,"Thu Mar 31 08:24:00 PDT 2016","Thu Mar 31 08:25:03 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3MD9PLUKKIEHYBWB01CEDRUT867ZNN,A36HM2UTA342IH,Approved,"Thu Mar 31 08:24:48 PDT 2016","Thu Mar 31 08:25:26 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",38F5OAUN5NC6454UE8PIHN4YC1M7HV,A2E88X2D8MCQU8,Approved,"Thu Mar 31 08:24:02 PDT 2016","Thu Mar 31 08:25:31 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3TYCR1GOTCJRABTQOOWZ0ZQ43B7ZLL,A1N99VUNEUCJ8M,Approved,"Thu Mar 31 08:23:00 PDT 2016","Thu Mar 31 08:25:43 PDT 2016","  Interesting study, would like to do it again sometime!",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",323Q6SJS8IGJJYJ0WRNU5FHFAP4HF8,A1DFX3Q0MGPAHJ,Approved,"Thu Mar 31 08:25:10 PDT 2016","Thu Mar 31 08:26:04 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZOTGHDK5IB2FKA96OIJWNXVB1COSM,A28HAZP3PZHOUW,Approved,"Thu Mar 31 08:25:36 PDT 2016","Thu Mar 31 08:26:28 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3I33IC7ZWF2K8HZA2QYV4A0MOQA2AZ,A23932BPI1NFXV,Approved,"Thu Mar 31 08:25:17 PDT 2016","Thu Mar 31 08:26:30 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3O7L7BFSHEPR9FUO7YL9N9XUY14EIG,ARTJSLBJQLTXJ,Approved,"Thu Mar 31 08:26:14 PDT 2016","Thu Mar 31 08:26:44 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3WMINLGALB3X6ZRCZJN1GN980HNACG,A2K1ESUAWL5M9,Approved,"Thu Mar 31 08:28:16 PDT 2016","Thu Mar 31 08:28:59 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",358UUM7WRZ3JTZIXAD1CVR64ZAK7RS,A10SAKP477RUXD,Approved,"Thu Mar 31 08:28:11 PDT 2016","Thu Mar 31 08:29:11 PDT 2016","I was less focused on the details (# dead, etc) than the overall message of the post (the feeling of sadness)",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Z4AIRP3C6DPF9P7UWQVJZ1FX54X1G,A3GF9CJMRTDKCW,Approved,"Thu Mar 31 08:29:17 PDT 2016","Thu Mar 31 08:30:16 PDT 2016",  I didn't have time to finish reading the second part (not the facebook post),Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3EG49X351UCKMVQ4022CEVSW5GKX6E,A2AKMVI7FKTHKJ,Approved,"Thu Mar 31 08:31:22 PDT 2016","Thu Mar 31 08:32:51 PDT 2016","I didn't realize how short the time would be to read the article, otherwise I would have read faster.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3XCC1ODXDLBTZHNC6CAIVINZ40BRQ9,ATMQRDBW7WM1Z,Approved,"Thu Mar 31 08:32:09 PDT 2016","Thu Mar 31 08:32:54 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3VZLGYJEYLAMA5AF27ZNBTLRAKHZX7,A1Y508FNU04ZLH,Approved,"Thu Mar 31 08:31:37 PDT 2016","Thu Mar 31 08:33:10 PDT 2016",  it went way to fast,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3O7L7BFSHEPR9FUO7YL9N9XUY15IEL,A1MM8TSLCHVMNK,Approved,"Thu Mar 31 08:33:18 PDT 2016","Thu Mar 31 08:33:54 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ITXP059PWJOE9JCQBQEORG9C72JSY,A1W1CFJCBKAEF8,Approved,"Thu Mar 31 08:33:21 PDT 2016","Thu Mar 31 08:34:21 PDT 2016",  I was just trying to read it.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3634BBTX0OUJFTUK295F5RIUA2KIF3,A2IA44ARSTBFZ8,Approved,"Thu Mar 31 08:34:04 PDT 2016","Thu Mar 31 08:35:10 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",39ZSFO5CA8W4TMBGFGLE3SYXX4NJUE,A1JYWWEJVTOKML,Approved,"Thu Mar 31 08:35:09 PDT 2016","Thu Mar 31 08:35:32 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Y9N9SS8LYB7R6Y5Q032DLDKF77D3N,A20O6VZHDT01YU,Approved,"Thu Mar 31 08:33:43 PDT 2016","Thu Mar 31 08:35:42 PDT 2016",  Possibly trick Turks and not even put a facebook name to see if they will try to make one up. Or put a famous celebrity and see if they can remember it,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3FTYUGLFSULA5LL94JRVSIB4T3YD5D,A1LD4C1N32AE02,Approved,"Thu Mar 31 08:34:38 PDT 2016","Thu Mar 31 08:36:04 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",34QN5IT0TZRZTJ3HQ5A3PV1C14Q089,A1I8ZHF64JLKND,Approved,"Thu Mar 31 08:35:43 PDT 2016","Thu Mar 31 08:36:28 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3S0TNUHWKTITS34B2HYY42LVVTZD8F,A12XM6ZSSDMC9I,Approved,"Thu Mar 31 08:36:44 PDT 2016","Thu Mar 31 08:37:46 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3R6BYFZZP7CG5OJF1V5G8159YFNXFH,A2HOUSKURBF8UA,Approved,"Thu Mar 31 08:38:32 PDT 2016","Thu Mar 31 08:39:33 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3QHK8ZVMIMIVSDQAIAGWEHJ1C8MLB2,A2I7DTGIF6RJB5,Approved,"Thu Mar 31 08:40:25 PDT 2016","Thu Mar 31 08:41:31 PDT 2016", Need more time! :),Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3VELCLL3GKJ8FNYMU2K9DS18T08F17,A3FUW09S76E1R5,Approved,"Thu Mar 31 08:42:54 PDT 2016","Thu Mar 31 08:43:36 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3SNVL38CI4S3IC0YBA0QA1C45TGCKW,A27CDTLHWBT1FT,Approved,"Thu Mar 31 08:42:42 PDT 2016","Thu Mar 31 08:44:50 PDT 2016","  Great interesting survey and it was easy to digest because the post was short. It was only about 3 paragraphs, very short and easy to memorize",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JMSRU9HQIUWVLEO65KS2YNO630VEU,A1EGHC87NKO7L3,Approved,"Thu Mar 31 08:44:33 PDT 2016","Thu Mar 31 08:45:20 PDT 2016",  Needed more time,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3SB5N7Y3O34EMY9Z93MRH8IAPN30GP,A182CHO6N044YK,Approved,"Thu Mar 31 08:44:14 PDT 2016","Thu Mar 31 08:45:20 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3BF51CHDTVASMU4AT94928UB4NG0HO,ASY5W2HJPIPF4,Approved,"Thu Mar 31 08:44:22 PDT 2016","Thu Mar 31 08:46:54 PDT 2016","  I read the post itself closely, but didn't pay attention to who posted it. Then tried to skim over the news article but didn't have enough time to really take in what it was saying.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3E1QT0TDFP9A0EKXUVZ9VZ18NY78IC,A10DGGOQ9N186P,Approved,"Thu Mar 31 08:48:12 PDT 2016","Thu Mar 31 08:49:14 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3KIBXJ1WD5U4R1X11F9H516LU7ZKO1,A2N63LTT9Z4UR3,Approved,"Thu Mar 31 08:49:28 PDT 2016","Thu Mar 31 08:50:41 PDT 2016",Did not pay attention to the poster's name  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3X3OR7WPZZ0CQFS3FYWMNFT04218LQ,A33CFLCMJNHHNC,Approved,"Thu Mar 31 08:50:42 PDT 2016","Thu Mar 31 08:51:33 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3U4J9857OEBWDS18EGFMVC10HOHB7J,A3LA84LN1E5AMS,Approved,"Thu Mar 31 08:51:41 PDT 2016","Thu Mar 31 08:52:27 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3I0BTBYZAXLE8PUZ398XO8PEUJSY0K,A14BSSXMEM9PTD,Approved,"Thu Mar 31 08:51:15 PDT 2016","Thu Mar 31 08:53:04 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3FE7TXL1LINCVX6RRMVHUAFRS8VQ2T,AHB3QFZSFN9DL,Approved,"Thu Mar 31 08:51:40 PDT 2016","Thu Mar 31 08:53:41 PDT 2016","  I tried to read everything, but I ran out of time.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3WOKGM4L71G2EBQXXMZZMHRCG9U0OC,AT50PYVJTXSO3,Approved,"Thu Mar 31 08:56:02 PDT 2016","Thu Mar 31 08:57:06 PDT 2016",  None,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3G2UL9A02DEQ7GKDIPYEKWF83N667T,A1GN9TMCN82WPL,Approved,"Thu Mar 31 08:58:02 PDT 2016","Thu Mar 31 08:59:28 PDT 2016",  I didn't really have a strategy because I didn't know what to look for in the post. If I was told i would be quizzed on the post I would've took more notice to it. ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",33NF62TLXJ2QQQ64L2HCX5PZVDQJKI,AFG3FXABPGSZS,Approved,"Thu Mar 31 09:00:34 PDT 2016","Thu Mar 31 09:01:45 PDT 2016",  nope ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",33LKR6A5KEKIYSGNPMPYUWG9K9GT1T,A1CC1ESUM2JWJ2,Approved,"Thu Mar 31 09:01:50 PDT 2016","Thu Mar 31 09:02:26 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3GA6AFUKOOOO3M37CWMS46SI7Z0H30,ANYP9EU1F1LQ6,Approved,"Thu Mar 31 09:03:24 PDT 2016","Thu Mar 31 09:05:16 PDT 2016",  Read as fast as I could knowing I would only see the post for a short period of time.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Z7VU45IPYHEK4PMVEEGGKHQ553Z1G,A3BKT9H4GNKLY7,Approved,"Thu Mar 31 09:09:28 PDT 2016","Thu Mar 31 09:10:50 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZPBJO59KP1MLE545LS4HFEUYCQDHV,A3K5843EPTOEQ6,Approved,"Thu Mar 31 09:29:41 PDT 2016","Thu Mar 31 09:31:31 PDT 2016",  I forgot the name didn't mind the hit,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JW0YLFXRTG3RA0KHFJUA6D2KG9WWN,A20WM6OJM0NNKE,Approved,"Thu Mar 31 09:43:26 PDT 2016","Thu Mar 31 09:44:08 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3K4J6M3CXETANB7H15JK6EUNY9HGAY,AIUKV0KVALMY6,Approved,"Thu Mar 31 09:48:52 PDT 2016","Thu Mar 31 09:49:27 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JC6VJ2SABJC7EIXK90T2H3Y8035A5,AE5SMPC80ZM72,Approved,"Thu Mar 31 09:50:24 PDT 2016","Thu Mar 31 09:51:00 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3PDJHANYK5GN05QPVYKQB942HQ3H67,AAR6MYZQ0EYMZ,Approved,"Thu Mar 31 09:54:19 PDT 2016","Thu Mar 31 09:55:12 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",37U1UTWH9VMNTDNGKITI9R2ZAUSR81,A1ECUDAJQXQUNB,Approved,"Thu Mar 31 09:54:19 PDT 2016","Thu Mar 31 09:55:16 PDT 2016",  great survey thank you ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3MMN5BL1WZ4AV04I3T25WB0EOL1M3G,A3RAQZNM5V6A2M,Approved,"Thu Mar 31 09:59:06 PDT 2016","Thu Mar 31 10:00:32 PDT 2016",Had hard time getting to the end of the short article.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3W2LOLRXLBF7OEPHT7QLZWBQ5ULKRC,A24PTBOBOPCO6J,Approved,"Thu Mar 31 10:05:26 PDT 2016","Thu Mar 31 10:05:59 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3VBEN272MKZEN7TBI55BREOTKFNSG5,A1X4S67ITK7Y2,Approved,"Thu Mar 31 10:06:54 PDT 2016","Thu Mar 31 10:07:55 PDT 2016","  I just tried to read the post as quick as I could, I didn't even look at the poster's name. ",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3EO896NRAWVPT9WRFBV4YWCVEQJJTQ,ACPWJRT77OKF4,Approved,"Thu Mar 31 10:06:00 PDT 2016","Thu Mar 31 10:07:58 PDT 2016",  reviewed post title,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",39O5D9O87TSXMESRQ48RTFV2U7XC3O,A3D46S3V9SYXTT,Approved,"Thu Mar 31 10:10:05 PDT 2016","Thu Mar 31 10:11:19 PDT 2016","  That was hard to remember all the info quick, ecspeciallt the numbers, first thought is oh no a earthquake!",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",304SM51WA34IWQL02JDXQ3XW42WSBP,A1KO0XH1M5RMJT,Approved,"Thu Mar 31 10:11:26 PDT 2016","Thu Mar 31 10:12:50 PDT 2016",  I barely glanced at who posted the article.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3WMINLGALB3X6ZRCZJN1GN980HPCAK,A1WQWR5Z0J2Y42,Approved,"Thu Mar 31 10:16:30 PDT 2016","Thu Mar 31 10:17:42 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3I02618YA060FXEEATQY0OK963WPUN,A3TFLFY9VOLPYC,Approved,"Thu Mar 31 10:24:48 PDT 2016","Thu Mar 31 10:25:38 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",33NF62TLXJ2QQQ64L2HCX5PZVDSKJL,A1ZAAAAM3YB1G0,Approved,"Thu Mar 31 10:30:19 PDT 2016","Thu Mar 31 10:30:50 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3TXWC2NHNZQZ8X634ZZ1ZX26G2T9SW,AV7QAODTES99G,Approved,"Thu Mar 31 10:37:42 PDT 2016","Thu Mar 31 10:38:32 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3XIQGXAUMC83QV49JC74K9SS0R87XR,A1G1FML6FEYDMR,Approved,"Thu Mar 31 10:41:53 PDT 2016","Thu Mar 31 10:43:02 PDT 2016",  i was focused more on the words he said.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3MD9PLUKKIEHYBWB01CEDRUT86ANZE,A25NI7DEN0IDCI,Approved,"Thu Mar 31 10:44:11 PDT 2016","Thu Mar 31 10:45:39 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3X3OR7WPZZ0CQFS3FYWMNFT04248LT,A32JSGW75JH85Y,Approved,"Thu Mar 31 10:50:36 PDT 2016","Thu Mar 31 10:51:20 PDT 2016",  None,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",36DSNE9QZ5Y9GHRJJU954M68FI3JO5,A1LVH014JO29V5,Approved,"Thu Mar 31 10:56:39 PDT 2016","Thu Mar 31 10:57:40 PDT 2016",  I should have paid more attention. ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3WYGZ5XF3WFJPTPU8WQQP6GMRW6SKA,A21PKCPVORQGOS,Approved,"Thu Mar 31 11:05:22 PDT 2016","Thu Mar 31 11:06:02 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",352YTHGROVD9LIMBCARBEBKOLZ0H4P,A2T93EEU2V08S6,Approved,"Thu Mar 31 11:21:00 PDT 2016","Thu Mar 31 11:21:52 PDT 2016","  It was really fast, I didn't get to read the entire article. ",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3B1NLC6UGZWHAFDJQO1HW9JIXVJPGP,A1IOBOAWS6U7S,Approved,"Thu Mar 31 11:26:11 PDT 2016","Thu Mar 31 11:26:45 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Z7EFSHGN9E92CZ5ATFF0VK6120CXQ,A1JMJCVG86Y5RT,Approved,"Thu Mar 31 11:33:19 PDT 2016","Thu Mar 31 11:33:59 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZQIG0FLQEGQCL0FR5EYO4UOD7AVWF,A2INWILUZPEIJ3,Approved,"Thu Mar 31 11:38:13 PDT 2016","Thu Mar 31 11:39:35 PDT 2016","  The task was interesting, thanks for allow me to participate!",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JMSRU9HQIUWVLEO65KS2YNO636EVJ,A3Q9CFP51IV7CJ,Approved,"Thu Mar 31 11:39:04 PDT 2016","Thu Mar 31 11:40:29 PDT 2016","I skimmed the material first and then went back to try and read it more thoroughly, but time ran out.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JNQLM5FT4M140QEZHNLDOGXI2EL25,A2M8REHZZPHTYA,Approved,"Thu Mar 31 11:48:49 PDT 2016","Thu Mar 31 11:49:21 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3PH3VY7DJLX7L55PS2319A7K1IHZWK,A1UFG0TYIPLNG4,Approved,"Thu Mar 31 11:51:36 PDT 2016","Thu Mar 31 11:54:15 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3C44YUNSI1PEYV3SOY09QOGLK35DP5,A1AQVMNQQB21N3,Approved,"Thu Mar 31 11:55:04 PDT 2016","Thu Mar 31 11:55:58 PDT 2016","  I barely had time to read it once, fastest 2 minutes ever.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Z9WI9EOZZOUZKBEX2ERLS9KILSHKH,A1ZWXW820442YB,Approved,"Thu Mar 31 12:01:22 PDT 2016","Thu Mar 31 12:03:05 PDT 2016",  i did not perform well. I didnt even read the name of the person who posted the comment. I read the earthquake in china announcment. I didnt even have a chance to look at the bottom details about the earthquake.  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3LEIZ60CDJZW99SHZRT9VQZ93HX9Z5,A1I9Q87UUI1JRT,Approved,"Thu Mar 31 12:13:25 PDT 2016","Thu Mar 31 12:14:04 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3WLEIWSYHOHZI47O8W8NLWNQ1L7H2W,A1E48YYO7XP92J,Approved,"Thu Mar 31 12:27:14 PDT 2016","Thu Mar 31 12:27:46 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3DL65MZB8DF0WC8OFOPNC6ZZLWSCEK,A2ZWG3ZRUUML5E,Approved,"Thu Mar 31 12:32:43 PDT 2016","Thu Mar 31 12:33:33 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3IHR8NYAM711YZKZVNZGNKMF7QD4PK,A8IV3NBS7F17Q,Approved,"Thu Mar 31 12:33:55 PDT 2016","Thu Mar 31 12:34:30 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",31JLPPHS2UUYV3PUG9HIOFPJJLM3OI,AWIPOVQ9S9FKW,Approved,"Thu Mar 31 12:36:13 PDT 2016","Thu Mar 31 12:37:03 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3PW9OPU9PQKOETMA6752T97JKWB21I,A1HEC1X6KWN9FH,Approved,"Thu Mar 31 12:41:53 PDT 2016","Thu Mar 31 12:42:41 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3G5W44VEU7IGZOG3DWW90SXJ3LHGKJ,A3FNC8ELMK8YJA,Approved,"Thu Mar 31 12:47:24 PDT 2016","Thu Mar 31 12:48:21 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZPBJO59KP1MLE545LS4HFEUYCXHD6,A2UJD04UEPAQ16,Approved,"Thu Mar 31 12:58:50 PDT 2016","Thu Mar 31 12:59:46 PDT 2016",  way to quick and instructions pretty vauge,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3NQL1CS15R8U1QVF66WM91F4OFEVYI,A2E1P6UT45C3QR,Approved,"Thu Mar 31 13:15:44 PDT 2016","Thu Mar 31 13:18:20 PDT 2016","  I looked at the headline too long and thought about if I had heard about that news story, instead of actually looking for key points. In the future, I would look for key ideas and numbers",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3TS1AR6UQQEMQ9DOJI1IE2SLWMIF7E,A1VJJZUAXFKIOC,Approved,"Thu Mar 31 13:18:02 PDT 2016","Thu Mar 31 13:19:14 PDT 2016","  A Good Lesson, for speed reading. Thanks for the Hit",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",37UQDCYH6XVBM6ZEJX6MWOV7KG6V7I,A1TMHHKGHKHZJO,Approved,"Thu Mar 31 13:27:03 PDT 2016","Thu Mar 31 13:28:05 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",317HQ483I7SV3L710XOSDWR3CTFNIO,A1WURYN1U64Y1T,Approved,"Thu Mar 31 13:28:31 PDT 2016","Thu Mar 31 13:29:05 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3BV8HQ2ZZW18QIIBPSAYUNHY4VM6AU,A2HL8VPSH7SQ8N,Approved,"Thu Mar 31 13:40:50 PDT 2016","Thu Mar 31 13:41:31 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3U088ZLJVKTAJKZZO8Q93B4YJB2W0T,A3ULI5B3BB4ZRF,Approved,"Thu Mar 31 13:42:56 PDT 2016","Thu Mar 31 13:43:35 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3FIJLY1B6U4BWFHOF4VZEOJ6WGPPFW,A3HLJMFH7AIC1,Approved,"Thu Mar 31 13:43:44 PDT 2016","Thu Mar 31 13:44:39 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3AMYWKA6YBMXSMCCZBFGVI13TCQ6OT,A57B9OYNT63W7,Approved,"Thu Mar 31 13:49:52 PDT 2016","Thu Mar 31 13:52:07 PDT 2016","  I didn't know how short it would be shown!  I looked at the guy's photo and the headline, and then it was gone... I definitely didn't read the article content, only the person's post and article headline.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3QAVNHZ3EM4Q93LICWG0J6ZVUQBLAH,A2TVG2HLMKVMSL,Approved,"Thu Mar 31 13:59:44 PDT 2016","Thu Mar 31 14:00:24 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3OVHNO1VE618CZ5YB7YBHMIZU2HDZV,A2O482PAJM294U,Approved,"Thu Mar 31 14:03:52 PDT 2016","Thu Mar 31 14:04:32 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3P4RDNWND56ZKVGGLZW0KPAM39CJII,A1T7QCC6BYRV3G,Approved,"Thu Mar 31 14:08:58 PDT 2016","Thu Mar 31 14:09:33 PDT 2016",  ,Complete HIT,
